제품ID,제품명,대분류,브랜드,정가,할인율,판매가,리뷰점수,리뷰수,제품URL,이미지URL,가로_W(mm),높이_H(mm),깊이_D(mm),소분류,카테고리코드,재고,쿠폰할인,타임세일,벤더사,가격_등급,가성비_점수,실구매가_추정,인기도_점수,리뷰_신뢰도,소재_등급,천연소재_여부,친환경_여부,관리_용이성,브랜드_등급,브랜드_원산지,색상_계열,디자인_스타일,점유면적(cm²),크기_등급,침대_사이즈,소파_인원수,식탁_인원수,무료배송_여부,설치포함_여부,배송_편의점수,1인가구_적합도,신혼부부_적합도,대가족_적합도,공간절약형_적합도,재고_여부,반려동물_적합도,A/S 책임자와 전화번호,KC 인증 필 유무,구성품,"배송,설치비용",색상,제조국,제조자,주요 소재,크기,품명,품질보증기준
G25070002037,eames molded plastic armchair with rocker base RAR chrome-maple_3 colors,의자,허먼밀러,1490000,0,1490000,0,0,https://homestyle.lge.co.kr/item?productId=G25070002037,https://static-store.lge.co.kr/goods/org/456/250724000006456.jpg,635,673,622,흔들·안락의자,2506000090,2,N,N,㈜루밍,중고가,0,1490000,50,0,미분류,FALSE,FALSE,3,프리미엄,수입,그레이계,기타,3950,대,,,,FALSE,FALSE,0,0,0,2,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,해당 없음,Light Grey & Chrome & Maple,USA,herman miller / ㈜루밍,"Injection-molded batch-dyed recyclable polypropylene, Chromed steel, Maple",W 635 x D 622 x H 673 mm (Seat Height : 381 mm),RAR.47ULLTY,제조사 기준 품질보증
G25070002043,eames storage unit 2X2 multi-silver,책장·수납장,허먼밀러,3890000,0,3890000,0,0,https://homestyle.lge.co.kr/item?productId=G25070002043,https://static-store.lge.co.kr/goods/org/446/250724000006446.jpeg,1194,825,406,수납장,2506000098,1,N,N,㈜루밍,고가,0,3890000,49.8,0,미분류,FALSE,FALSE,3,프리미엄,수입,그레이계,기타,4848,중,,,,FALSE,FALSE,0,0,0,0,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"엘리베이터가 없거나 공간이 협소하여 계단을 이용하는 경우, 설치 공간 진입이 어려워 사다리차를 이용해야 하는 경우, 소파 등 상품의 부피가 크고 무거워 추가 운반 인력이 필요한 경우 추가 비용이 발생할 수 있습니다.",Multi & Silver,USA,herman miller / ㈜루밍,"Molded plywood, Painted hardboard, Zinc-coated steel",W 1194 x D 406 x H 825 mm,ESU201.ZCW9,제조사 기준 품질보증
G25070002006,몽테뉴 사이드 테이블,식탁·테이블,드비저리,820000,15,697000,0,0,https://homestyle.lge.co.kr/item?productId=G25070002006,https://static-store.lge.co.kr/goods/org/372/250724000006372.jpg,550,510,550,사이드테이블,2506000067,999999,Y,N,오하이,저가,0,697000,49.6,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,3025,소,,,1,FALSE,FALSE,0,3,2,0,3,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,사이드 테이블,상세페이지 하단 내용 참고,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸 ,유리",W 55 x D 55 x H 51 cm,몽테뉴 사이드 테이블,상세페이지 하단 내용 참고
G25070001988,타임스퀘어 콘솔,화장대·콘솔,드비저리,980000,15,833000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001988,https://static-store.lge.co.kr/goods/org/286/250724000006286.jpg,1000,780,320,콘솔,2506000113,999999,Y,N,오하이,중저가,5,833000,51.6,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,3200,미정,,,,FALSE,FALSE,0,1,2,0,1,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,콘솔,상세페이지 하단 내용 참고,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸",W 100 x D 32 x H 78 cm,타임스퀘어 콘솔,상세페이지 하단 내용 참고
G25070001183,Relief Chest of drawers wide white - leg,책상,스트링퍼니처,2559000,0,2559000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001183,https://static-store.lge.co.kr/goods/org/520/250718000003520.jpg,820,922,410,책상 액세서리,2506000097,1,N,N,㈜루밍,중고가,0,2559000,49.4,0,일반,FALSE,FALSE,3,중급,국내,화이트계,클래식,3362,소,,,,FALSE,FALSE,0,2,0,0,2,있음,0,고객센터 문의,해당 없음,상세페이지 참조,설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.,White,Sweden,string furniture / ㈜루밍,"Lacquered MDF with gloss 20, Powder-coated aluminium (fine textured)",W82 x D41 x H92.2 cm,상세페이지 참조,제조사 기준 품질보증
G25070001902,아이콘 서랍장,책상,드비저리,1920000,15,1632000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001902,https://static-store.lge.co.kr/goods/org/984/250723000005984.jpg,920,790,450,책상 액세서리,2506000097,999999,Y,N,오하이,중가,0,1632000,49.4,0,프리미엄,TRUE,FALSE,5,일반,국내,우드·브라운계,내추럴 우드,4140,중,,,,FALSE,FALSE,0,1,2,0,0,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,서랍장,상세페이지 하단 참조,우드(월넛),베트남,de Bejarry,"원목, 스테인리스 스틸",W 92 x D 45 x H 79 cm,아이콘 서랍장,상세페이지 하단 참조
G25070001905,아스톤 데스크 서재 책상,책상,드비저리,2100000,15,1785000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001905,https://static-store.lge.co.kr/goods/org/996/250723000005996.jpg,1100,740,550,일자형책상,2506000075,999999,Y,N,오하이,중가,0,1785000,49.4,0,프리미엄,TRUE,FALSE,5,일반,국내,블랙계,모던 미니멀,6050,중,,,,FALSE,FALSE,0,1,2,0,0,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,데스크,상세페이지 하단 참조,블랙,베트남,de Bejarry,"풀 그레인 레더, 원목, 스테인리스 스틸",W 110 x D 55 X H 74 cm, 아스톤 데스크,상세페이지 하단 참조
G25070001820,나폴리 4인용 가죽 소파 (블랙),소파,드비저리,8300000,15,7055000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001820,https://static-store.lge.co.kr/goods/org/612/250723000005612.jpg,2280,720,920,일반소파,2506000070,999999,Y,N,오하이,중고가,0,7055000,49.1,0,프리미엄,TRUE,FALSE,5,일반,국내,블랙계,모던 미니멀,20976,대,,4,,FALSE,FALSE,0,0,3,3,0,있음,3,드비저리 고객센터 010-8261-5957,해당 사항 없음,"소파, 쿠션 4P",상세페이지 하단 내용 참고,블랙,베트남,de Bejarry,"풀 그레인 레더, 원목, 스테인리스 스틸",W 228 x D 92 x H 72 cm,나폴리 3인 소파,상세페이지 하단 내용 참고
G25080007216,오빗 테이블,식탁·테이블,오스토,820000,0,820000,0,0,https://homestyle.lge.co.kr/item?productId=G25080007216,https://static-store.lge.co.kr/goods/org/880/251230000127880.jpg,404,556,404,사이드테이블,2506000067,999999,N,N,오스토,중저가,0,820000,49.6,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,1632,소,,,1,FALSE,FALSE,0,3,0,0,3,있음,0,유창선 010-2723-5938,무,테이블,"전 지역 별도 책정 (제품별/수량별/지역별 차등) – 착불 배송비는 구매하신 제품의 종류, 세부 구성(모듈), 수량 및 배송 지역에 따라 상이하게 책정되며, 주문 접수 후 담당자가 확인하여 개별 안내해 드립니다. 엘리베이터 사용 불가, 사다리차 이용, 계단 운반 등 특수 배송 환경에 따라 현장에서 추가 비용이 발생할 수 있습니다.","화이트, 베이지",Made in China,osto,(메탈+우드+가죽),W404 X D404 X H556mm,ORBIT TABLE 오빗 테이블,상세페이지 참조
G26020032770,"Togo Small settee, Alcantara",소파,리네 로제,8770000,0,8770000,0,0,https://homestyle.lge.co.kr/item?productId=G26020032770,https://static-store.lge.co.kr/goods/org/417/260203000161417.jpg,1310,700,1020,소파베드,2506000072,6999993,N,N,디사모빌리,고가,0,8770000,49.1,0,미분류,FALSE,FALSE,3,프리미엄,수입,미분류,기타,13362,중,,,,FALSE,FALSE,0,0,0,0,0,있음,0,010-8790-9162,해당사항 없음,본품 1개,직접배송 (지역별 배송비 별도),상세페이지 참고,FRANCE,리네로제 / (주)디사모빌리,"Polyester 68%, Non Fibrous Polyurethane 32%, Polyurethane foam  ",W 1310 x D 1020 x H 700 x SH 380 (mm),"Togo Small settee, Alcantara",브랜드사 기준에 따름
G25080007206,리플 소파 테이블,식탁·테이블,오스토,2110000,0,2110000,0,0,https://homestyle.lge.co.kr/item?productId=G25080007206,https://static-store.lge.co.kr/goods/org/794/251230000127794.jpg,1445,390,858,거실테이블,2506000066,999999,N,N,오스토,중고가,0,2110000,49.6,0,미분류,FALSE,FALSE,3,중급,국내,우드·브라운계,기타,12398,대,,,4,FALSE,FALSE,0,0,0,3,0,있음,0,유창선 010-2723-5938,무,테이블,"전 지역 별도 책정 (제품별/수량별/지역별 차등) – 착불 배송비는 구매하신 제품의 종류, 세부 구성(모듈), 수량 및 배송 지역에 따라 상이하게 책정되며, 주문 접수 후 담당자가 확인하여 개별 안내해 드립니다. 엘리베이터 사용 불가, 사다리차 이용, 계단 운반 등 특수 배송 환경에 따라 현장에서 추가 비용이 발생할 수 있습니다.",브라운,Made in China,osto,상부(무늬목+우드) / 하부(SUS STEEL),W1445 X D858 X H390mm,RIFFLE SOFA TABLE 리플 소파 테이블,상세페이지 참조
G25080007198,델마 라운지 체어(스툴포함),식탁·테이블,오스토,2200000,0,2200000,0,0,https://homestyle.lge.co.kr/item?productId=G25080007198,https://static-store.lge.co.kr/goods/org/731/251230000127731.jpg,872,840,780,식탁,2506000082,999999,N,N,오스토,중고가,0,2200000,49.6,0,일반,FALSE,FALSE,5,중급,국내,그레이계,인더스트리얼,6802,중,,,1,FALSE,FALSE,0,0,0,0,0,있음,2,유창선 010-2723-5938,무,체어 or 스툴,"전 지역 별도 책정 (제품별/수량별/지역별 차등) – 착불 배송비는 구매하신 제품의 종류, 세부 구성(모듈), 수량 및 배송 지역에 따라 상이하게 책정되며, 주문 접수 후 담당자가 확인하여 개별 안내해 드립니다. 엘리베이터 사용 불가, 사다리차 이용, 계단 운반 등 특수 배송 환경에 따라 현장에서 추가 비용이 발생할 수 있습니다.",라이트그레이,Made in China,osto,등방석&좌방석(패브릭) / 하부다리(흑니켈 도장 스틸),체어 W872 X D780 X H840mm 스툴 W620 X D490 X H405mm,THELMA LOUNGE CHAIR 델마 라운지 체어,상세페이지 참조
G25070001156,string pocket purple,선반,스트링퍼니처,250000,0,250000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001156,https://static-store.lge.co.kr/goods/org/427/250718000003427.jpg,600,500,150,벽 선반,2506000104,2,N,N,㈜루밍,저가,5,250000,50.5,0,일반,FALSE,FALSE,3,중급,국내,미분류,기타,900,미정,,,,FALSE,FALSE,0,1,0,0,1,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",Purple,Sweden,string furniture / ㈜루밍,Panels : powder coated steel / Shelfs : MDF / Brackets : zinc,W60 x D15 x H50 cm,상세페이지 참조,제조사 기준 품질보증
G25070001157,string pocket metal blue,선반,스트링퍼니처,297000,0,297000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001157,https://static-store.lge.co.kr/goods/org/428/250718000003428.jpg,600,500,150,벽 선반,2506000104,2,N,N,㈜루밍,중저가,5,297000,50.5,0,미분류,FALSE,FALSE,3,중급,국내,컬러계,컬러풀,900,미정,,,,FALSE,FALSE,0,1,0,0,1,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",Blue,Sweden,string furniture / ㈜루밍,Powder coated steel (fine textured),W60 x D15 x H50 cm,상세페이지 참조,제조사 기준 품질보증
G25070001163,string pocket oak-white,선반,스트링퍼니처,260000,0,260000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001163,https://static-store.lge.co.kr/goods/org/396/250718000003396.jpg,600,500,150,벽 선반,2506000104,3,N,N,㈜루밍,저가,5,260000,50.5,0,미분류,FALSE,FALSE,3,중급,국내,화이트계,기타,900,미정,,,,FALSE,FALSE,0,1,0,0,1,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",Oak & White,Sweden,string furniture / ㈜루밍,Panels : powder coated steel / Shelfs : oak / Brackets : zinc,W60 x D15 x H50 cm,상세페이지 참조,제조사 기준 품질보증
G25070001190,Relief Chest of drawers low beige - leg,책상,스트링퍼니처,2882000,0,2882000,0,0,https://homestyle.lge.co.kr/item?productId=G25070001190,https://static-store.lge.co.kr/goods/org/528/250718000003528.jpg,1230,466,410,책상 액세서리,2506000097,1,N,N,㈜루밍,중고가,0,2882000,49.4,0,일반,FALSE,FALSE,3,중급,국내,미분류,기타,5043,중,,,,FALSE,FALSE,0,0,0,0,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.,Beige,Sweden,string furniture / ㈜루밍,"Lacquered MDF with gloss 20, Powder-coated aluminium (fine textured)",W123 x D41 x H46.6 cm,상세페이지 참조,제조사 기준 품질보증
G25080007183,코어 체어,식탁·테이블,오스토,1320000,0,1320000,0,0,https://homestyle.lge.co.kr/item?productId=G25080007183,https://static-store.lge.co.kr/goods/org/609/251230000127609.jpg,950,650,820,식탁,2506000082,999999,N,N,오스토,중가,0,1320000,49.6,0,일반,FALSE,FALSE,2,중급,국내,컬러계,컬러풀,7790,중,,,1,FALSE,FALSE,0,1,0,0,0,있음,0,유창선 010-2723-5938,무,체어,"전 지역 별도 책정 (제품별/수량별/지역별 차등) – 착불 배송비는 구매하신 제품의 종류, 세부 구성(모듈), 수량 및 배송 지역에 따라 상이하게 책정되며, 주문 접수 후 담당자가 확인하여 개별 안내해 드립니다. 엘리베이터 사용 불가, 사다리차 이용, 계단 운반 등 특수 배송 환경에 따라 현장에서 추가 비용이 발생할 수 있습니다.",레드,Made in China,osto,등방석&좌방석(패브릭) / 하부다리(우드),W950 X D820 X H650mm / SD:600 / SH:420,CORE CHAIR 코어 체어,상세페이지 참조
G25070000994,String System Kitchen F,책장·수납장,스트링퍼니처,2546000,0,2546000,0,0,https://homestyle.lge.co.kr/item?productId=G25070000994,https://static-store.lge.co.kr/goods/org/962/250717000002962.jpg,1400,2000,300,주방 수납장,2506000101,50,N,N,㈜루밍,고가,0,2546000,49.8,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,4200,중,,,,FALSE,FALSE,0,0,0,0,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",상세페이지 참조,Sweden,string furniture / ㈜루밍,Powder coated steel,W140 x H200 x D30 cm,상세페이지 참조,제조사 기준 품질보증
G25070000996,free standing SET B walnut-black,식탁·테이블,스트링퍼니처,3912000,0,3912000,0,0,https://homestyle.lge.co.kr/item?productId=G25070000996,https://static-store.lge.co.kr/goods/org/975/250717000002975.jpg,2400,850,300,거실테이블,2506000103,10,N,N,㈜루밍,고가,0,3912000,49.6,0,일반,FALSE,FALSE,3,중급,국내,미분류,기타,7200,중,,,6,FALSE,FALSE,0,0,0,1,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",상세페이지 참조,Sweden,string furniture / ㈜루밍,"Powder coated steel, Lacquered MDF",W240 x D30 x H85 cm,상세페이지 참조,제조사 기준 품질보증
G25070000990,String System kids room D,책장·수납장,스트링퍼니처,1627000,0,1627000,0,0,https://homestyle.lge.co.kr/item?productId=G25070000990,https://static-store.lge.co.kr/goods/org/982/250717000002982.jpg,1400,2000,580,책장,2506000096,240,N,N,㈜루밍,고가,0,1627000,49.8,0,일반,FALSE,FALSE,3,중급,국내,미분류,기타,8120,대,,,,FALSE,FALSE,0,0,0,2,0,있음,0,고객센터 문의,해당 없음,상세페이지 참조,"설치비: 7~15만원(설치량에 따라) + 출장비: 0~15만원(지역에 따라) / 아트월, 타일, 석고보드로만 마감되어있는 벽에는 설치 불가합니다. / 주문 후 3일 내 설치 요청이 없을 경우 지역 및 주문량에 따라 택배/퀵/화물배송을 이용한 상품 출고만 진행됩니다. 지방의 경우 화물비용이 청구될 수 있습니다. 정확한 견적은 고객센터를 통해 문의 부탁드립니다.",상세페이지 참조,Sweden,string furniture / ㈜루밍,"Powder coated steel, Lacquered MDF",W140 x H200 x D58 cm,상세페이지 참조,제조사 기준 품질보증
G25070000364,eames molded plywood lonuge chair LCW ochre yellow,식탁·테이블,허먼밀러,2480000,0,2480000,0,0,https://homestyle.lge.co.kr/item?productId=G25070000364,https://static-store.lge.co.kr/goods/org/214/250711000001214.jpg,555,673,641,식탁,2506000082,1,N,N,㈜루밍,중고가,0,2480000,49.6,0,미분류,FALSE,FALSE,3,프리미엄,수입,컬러계,컬러풀,3558,소,,,1,FALSE,FALSE,0,2,0,0,2,있음,0,고객센터 문의,해당 없음,상세페이지 참조,해당 없음,Ochre Yellow,USA,herman miller / ㈜루밍,"plywood veneer, Rubber",W 555 x D 641 x H 673 mm (Seat Height : 394 mm),LCW.DYL,제조사 기준 품질보증
G25080008320,고마 라운지 암체어 (QUANTUM 40557),식탁·테이블,자노타,5056000,0,5056000,0,0,https://homestyle.lge.co.kr/item?productId=G25080008320,https://static-store.lge.co.kr/goods/org/410/250820000040410.png,870,740,870,식탁,2506000082,999999,N,N,(주)원더그린,고가,0,5056000,49.6,0,미분류,FALSE,FALSE,3,프리미엄,수입,컬러계,컬러풀,7569,중,,,1,FALSE,FALSE,0,0,0,0,0,있음,0,(주)원더그린 / 02-546-3307,무,LOUNGE CHAIR 1EA,0,QUANTUM 40557 (BLUE),ITALY,ZANOTTA,MULTILAYER WOOD / SOLID BEECH / VEGETABLE-BASED POLYOILS,W 87 x H 74(SH32) x D 87 cm,[ZANOTTA] GOMMA LOUNGE ARM CHAIR QUANTUM 40557,소비자분쟁해결기준법에 따름
G25080008299,토드 커피 테이블 레드,식탁·테이블,자노타,1917000,0,1917000,0,0,https://homestyle.lge.co.kr/item?productId=G25080008299,https://static-store.lge.co.kr/goods/org/116/250819000040116.png,550,520,430,사이드테이블,2506000067,999999,N,N,(주)원더그린,중가,0,1917000,49.6,0,미분류,FALSE,FALSE,3,프리미엄,수입,컬러계,컬러풀,2365,소,,,1,FALSE,FALSE,0,3,0,0,2,있음,0,(주)원더그린 / 02-546-3307,무,COFFEE TABLE 1EA,30000,RED,ITALY,ZANOTTA,POLYPROPYLENE FRAME AND GLOSSY LACQUER FINISH,W 55 x H 52 x D 43 cm,[ZANOTTA] TOD COFFEE TABLE - RED,소비자분쟁해결기준법에 따름
G25080009421,헤르만체어 블랙/블랙,의자,펌리빙,592000,0,592000,0,0,https://homestyle.lge.co.kr/item?productId=G25080009421,https://static-store.lge.co.kr/goods/org/589/250822000044589.jpg,500,740,470,인테리어의자,2506000083,999999,N,N,(주)원더그린,중가,0,592000,50,0,미분류,FALSE,FALSE,3,일반,국내,블랙계,기타,2350,중,,,,FALSE,FALSE,0,1,0,0,0,있음,0,원더라움 / 02-546-3307,해당없음,CHAIR 1EA,30000,BLACK/BLACK,BULGARIA,FERM LIVING / (주) 원더그린,SEAT AND BACKREST: FSC™-CERTIFIED OAK VENEER / FRAME: BLACK POWDER COATED STEEL,W 50 x D 47 x H 74 cm,[FERM LIVING] HERMAN DINING CHAIR WHITE OILED BLACK/BLACK,소비자분쟁해결법기준에 따름
G26020033216,"COLUMN TABLE, BENCH+CHAIR SET",식탁·테이블,플로티카,2470000,0,2470000,0,0,https://homestyle.lge.co.kr/item?productId=G26020033216,https://static-store.lge.co.kr/goods/org/489/260209000166489.png,1800,740,900,식탁,2506000065,1999998,N,N,언와인드,중고가,0,2470000,49.6,0,미분류,FALSE,FALSE,3,일반,국내,블랙계,기타,16200,대,,,6,TRUE,FALSE,1,0,0,3,0,있음,0,PLOTICA . TEL 0507-1353-4974,해당사항 없음,"COLUMN TABLE, BENCH+CHAIR SET",배송 방식 : 직접 배송 / 배송 비용 : 무료 배송 / * 제주 및 도서산간 지역 : 문의,Black,CHINA,PLOTICA,천연 애쉬 건식무늬목 / HDF 30mm / 우레탄 도장 Black,W1800 x D900 x H740 / W2100 x D900 x H740 / W1460 x D350 x H440 / W1460 x D350 x H440 / W430 x D540 x H815,"COLUMN TABLE, 2 BENCH SET",소비자분쟁해결 기준에 따라 보상 가능
G25080010625,시오 체어,식탁·테이블,매스티지데코,275000,0,275000,0,0,https://homestyle.lge.co.kr/item?productId=G25080010625,https://static-store.lge.co.kr/goods/org/145250827000049145.jpg,480,635,460,식탁,2506000082,999,N,N,매스티지데코,저가,0,275000,49.6,0,프리미엄,TRUE,FALSE,5,일반,국내,미분류,기타,2208,소,,,1,FALSE,FALSE,0,3,1,0,3,있음,3,매스티지데코/1544-0366,안전품질표시,시오 체어,배송료포함(도서산간 및 일부지역제외),상세이미지 참조,인도네시아,㈜매스티지데코,"원목, 민디무늬목+MDF, 스틸",W480 X D460 X H635 (mm),시오 체어,관련법 및 소비자 분쟁해결 기준에 따름
G25080010440,라보 컴퓨터 사무용 책상 의자 LV11MPAKSD 블랙,의자,파트라,372000,6,349000,0,0,https://homestyle.lge.co.kr/item?productId=G25080010440,https://static-store.lge.co.kr/goods/org/209/250827000050209.jpg,667,1155,572,학생·사무용의자,2506000085,6993,N,N,㈜파트라,중저가,0,349000,50,0,일반,FALSE,FALSE,5,중급,국내,화이트계,클래식,3815,대,,,,TRUE,FALSE,1,1,0,2,1,있음,2,(주)파트라 / 1899-2609,해당없음,의자 1EA,무료배송,"패브릭 : 341A(그레이),343A(레드),345(베이지),346(블랙),347(그린)인조가죽 : 726(블랙),740(브라운)",대한민국,(주)파트라,"패브릭,스틸,PP 등",W667 X D572 X H1155 (mm),파트라 라보 태스크체어 (PCRV_LV11MPAKSD 블랙) 컴퓨터 책상 의자,구매일로 부터 무상 A/S 2년 (이후 유상 A/S)관련법 및 소비자분쟁해결기준에 따름
G25120027418,체어 메라노/블랙 그레인,의자,톤,498000,0,498000,0,0,https://homestyle.lge.co.kr/item?productId=G25120027418,https://static-store.lge.co.kr/goods/org/952/251217000119952.jpg,490,790,525,인테리어의자,2506000083,999999,N,N,주식회사 에프엠 가구라운지,중가,0,498000,50,0,미분류,FALSE,FALSE,3,중급,국내,블랙계,기타,2572,중,,,,FALSE,FALSE,0,1,0,0,0,있음,0,02-6956-9293,무,본품 1EA,"22,000 박스당",블랙 그레인,체코,TON (에프엠가구 라운지),너도밤나무,W490*D525*H790*SH440mm,체어 메라노,상세페이지 참조
G25090013668,제니 라운지 체어 세트 레더,식탁·테이블,자노타,11625000,0,11625000,0,0,https://homestyle.lge.co.kr/item?productId=G25090013668,https://static-store.lge.co.kr/goods/org/772/250917000068772.jpg,570,730,1090,식탁,2506000082,999999,N,N,(주)원더그린,고가,0,11625000,49.6,0,보급형,FALSE,FALSE,3,프리미엄,수입,미분류,기타,6213,중,,,1,FALSE,FALSE,0,0,0,0,0,있음,0,(주)원더그린 / 02-546-3307,무,LOUNG CAHIR + POUF SET,50000,PELLE SUPER CAT98 903,ITALY,ZANOTTA,COVER PELLE SUPER CAT98 903/ BLACK NICKEL SATIN,[CHAIR] W 57 x D109 x H 73 ~82 cm / [POUF] W 55 x D 45 x H 35,[ZANOTTA] GENNI LOUNGE CHAIR WITH POUF (PELLE SUPER CAT98 903/BLACK NICKEL SATIN),소비자분쟁해결기준법에 따름
G25120029847,매쉬 3단 랙_브라운,책장·수납장,자주,39900,0,39900,0,0,https://homestyle.lge.co.kr/item?productId=G25120029847,https://static-store.lge.co.kr/goods/org/043/251231000142043.jpg,440,630,265,수납장,2506000098,6,N,N,(주)신세계까사,저가,0,39900,49.8,0,미분류,FALSE,FALSE,2,일반,국내,우드·브라운계,기타,1166,소,,,,FALSE,FALSE,0,3,0,0,3,있음,0,인픽스 고객센터 02-336-9256 ,상세페이지 참조 ,가구수납_선반/현관수납 ,해당없음 ,브라운 ,중국 ,신세계인터내셔날 ,"재질:철재, 바퀴-폴리아미드수지, 표면가공-분체도장 ",크기:W44 x D26.5 x H63cm ,[JAJU/자주] 매쉬 3단 랙_브라운 ,관련법 및 소비자분쟁해결기준에 따름 
G25090018935,루카 Luka Leather,소파,피졸로,3510000,25,2630000,0,0,https://homestyle.lge.co.kr/item?productId=G25090018935,https://static-store.lge.co.kr/goods/org/049/250926000070049.jpg,2800,900,930,일반소파,2506000070,9999999,N,N,에넥스텔레콤,중가,0,2630000,49.1,0,일반,FALSE,FALSE,2,프리미엄,수입,화이트계,클래식,26040,대,,,,TRUE,TRUE,2,1,0,2,0,있음,0,02-535-3025,해당사항 없음,소파 (스툴 별도 구매),"배송비 : 무료 / 설치피 : 무료 반품배송비 (편도) : 110,000원 / 왕복배송비 (왕복) : 199,000원 ","Ivory, Light Gray, Gray,  Camel, Sky blue, Green",대한민국,피졸로,패브릭만큼 소프트한 착석감이 구현되는 가죽,3인 W2800 D930 H900 4인 W2800 D930 H900 Stool W750 D620 H450,루카 Luka Leather,소비자분쟁해결 기준에 따라 보상 가능
